user_id,user_id_raw,full_name,pan,pan_status,aadhaar_last4,aadhaar_status,date_of_birth,dob_invalid,age,city,state,city_state_mismatch,monthly_income,income_was_negative,occupation,signup_timestamp,signup_in_future,kyc_status,risk_segment,id_record_count
USR60240,USR60240,Nihal Radhakrishnan,BKEBC9596P,VALID,7784,MASKED,1978-09-10,False,47.6,Ludhiana,Punjab,False,30220.0,False,Business Owner,,False,VERIFIED,LOW,2
USR60243,USR60243,Urvi Uppal,UUTDS1413P,VALID,1009,VALID,1993-11-24,False,32.3,Amritsar,Punjab,False,5703.0,False,Unemployed,2024-04-26 00:00:00,False,PENDING,LOW,2
USR60246,USR60246,Sarthak Hayre,KVFAX9741K,VALID,8722,VALID,2002-06-22,False,23.8,Mumbai,Maharashtra,False,,False,Retired,2024-03-16 00:00:00,False,VERIFIED,LOW,1
USR60248,USR 60248,Ladli Jaggi,,MISSING,6341,VALID,1986-02-24,False,40.1,Ludhiana,Punjab,False,15137.0,False,Farmer,,False,VERIFIED,HIGH,1
USR60250,USR-60250,Girish Ghose,CUCYJ2049S,VALID,8224,VALID,1986-07-05,False,39.7,Hyderabad,Telangana,False,,False,Student,2025-08-20 00:00:00,False,VERIFIED,MEDIUM,1
USR60254,USR60254,Vamakshi Dash,RPJOZ3206D,VALID,5172,MASKED,,False,,Mumbai,Maharashtra,False,19502.0,False,Student,2026-03-10 00:00:00,False,VERIFIED,MEDIUM,1
USR60260,USR60260,Mitali Deol,OTDBM0261A,VALID,0681,VALID,1985-06-28,False,40.8,Ludhiana,Punjab,False,34789.0,False,Retired,2025-03-25 00:00:00,False,VERIFIED,HIGH,1
USR60270,USR60270,Lila Desai,MNRTM7053K,VALID,9524,VALID,1967-12-14,False,58.3,Jaipur,Rajasthan,False,41992.0,False,Farmer,2024-12-11 20:55:00,False,VERIFIED,MEDIUM,2
USR60273,usr60273,Vyanjana Ramesh,,INVALID,1603,VALID,2000-03-23,False,26.0,Lucknow,Uttar Pradesh,False,22546.0,False,Freelancer,2025-02-08 06:21:48,False,VERIFIED,MEDIUM,1
USR60277,USR 60277,Qasim Pathak,AJRYW8683U,VALID,8638,VALID,2004-03-02,False,22.1,Jalandhar,Punjab,False,30370.0,False,Business Owner,2026-03-22 13:56:15,False,VERIFIED,UNKNOWN,1
USR60279,USR60279,Amrita Bora,OFGFM4322P,VALID,4581,MASKED,1975-02-15,False,51.1,Delhi,Delhi,False,47144.0,False,Retired,2026-01-24 00:00:00,False,REJECTED,LOW,2
USR60280,USR60280,Onkar Radhakrishnan,HTTOU0138P,VALID,8694,VALID,1960-02-20,False,66.1,Amritsar,Punjab,False,22464.0,False,Freelancer,2024-07-23 15:38:53,False,VERIFIED,LOW,1
USR60281,USR 60281,Lekha Murty,GTNFY4853N,VALID,3087,VALID,1993-12-07,False,32.3,Bengaluru,Karnataka,False,27213.0,False,Unemployed,2024-10-30 00:00:00,False,REJECTED,LOW,1
USR60286,USR60286,Tarak Kulkarni,KIWDE5900Q,VALID,4631,VALID,1976-10-14,False,49.5,Pune,Maharashtra,False,11740.0,False,Salaried,,False,VERIFIED,LOW,1
USR60288,USR60288,Indali Kakar,,INVALID,9333,VALID,1991-12-31,False,34.2,Amritsar,Punjab,False,25799.0,False,Unemployed,2024-03-30 20:56:57,False,VERIFIED,LOW,1
USR60290,USR60290,Rudra Prabhakar,SFEEW4965J,VALID,3497,MASKED,1968-08-01,False,57.7,Delhi,Delhi,False,45203.0,False,Unemployed,,False,IN_REVIEW,LOW,1
USR60294,USR60294,Lopa Suri,BTVDP0140K,VALID,0268,VALID,1970-12-16,False,55.3,Mumbai,Maharashtra,False,25510.0,False,Self Employed,2025-11-14 09:24:00,False,VERIFIED,UNKNOWN,3
USR60295,USR60295,Champak Dar,ZKFNJ4552D,VALID,9073,VALID,1978-01-20,False,48.2,Mumbai,Maharashtra,False,26379.0,False,Student,2024-12-29 16:48:00,False,REJECTED,LOW,1
USR60300,USR60300,Kevin Seth,BHWTQ9245R,VALID,0455,VALID,1996-03-19,False,30.0,Amritsar,Punjab,False,17294.0,False,Retired,2025-07-09 00:00:00,False,REJECTED,MEDIUM,1
USR60301,USR60301,Luke Sibal,,MISSING,3142,VALID,1971-03-20,False,55.0,Lucknow,Uttar Pradesh,False,20493.0,False,Gig Worker,2026-02-05 00:00:00,False,VERIFIED,LOW,1
USR60307,USR60307,Pranit Kaul,MTLYP0534Z,VALID,,INVALID,,False,,Ludhiana,Punjab,False,22494.0,False,Unemployed,2024-03-14 03:03:00,False,VERIFIED,LOW,1
USR60310,USR60310,Anamika Loyal,GISZX5937Q,VALID,3672,VALID,1963-06-18,False,62.8,Kolkata,West Bengal,False,22923.0,False,Unemployed,2025-01-25 00:00:00,False,VERIFIED,LOW,1
USR60311,USR60311,Upasna Chakrabarti,QKBJQ4659G,VALID,9381,VALID,1979-10-01,False,46.5,Bengaluru,Karnataka,False,19806.0,False,Business Owner,2024-12-11 00:00:00,False,REJECTED,MEDIUM,1
USR60316,USR60316,Lipika Hans,HZQGV3082P,VALID,6650,VALID,2005-11-26,False,20.3,Delhi,Delhi,False,29912.0,True,Unemployed,2024-08-23 00:00:00,False,VERIFIED,LOW,1
USR60317,usr60317,Radhika Deshmukh,UJSOF6289J,VALID,8567,VALID,1968-04-20,False,57.9,Delhi,Delhi,False,20327.0,False,Business Owner,2025-05-26 01:48:37,False,VERIFIED,LOW,1
USR60319,USR-60319,Harinakshi Nori,DNTHD0419T,VALID,9442,VALID,1960-03-02,False,66.1,Ludhiana,Punjab,False,31423.0,False,Self Employed,,False,VERIFIED,MEDIUM,1
USR60322,60322,Hemang Pingle,QGLAA9006M,VALID,7309,VALID,1980-04-05,False,46.0,Mumbai,Maharashtra,False,25577.0,False,Unemployed,2024-12-22 00:00:00,False,VERIFIED,LOW,1
USR60323,USR 60323,Ria Narain,FIIHO4010M,VALID,4421,VALID,1989-09-27,False,36.5,Hyderabad,Telangana,False,12464.0,False,Salaried,2026-02-16 00:00:00,False,VERIFIED,LOW,2
USR60331,USR60331,Leena Sarna,BDGKL6356D,VALID,6944,VALID,2001-05-14,False,24.9,Jaipur,Rajasthan,False,12792.0,False,Salaried,2025-05-05 00:00:00,False,REJECTED,LOW,1
USR60334,USR 60334,Nathan Desai,TMCJR3474P,VALID,5752,VALID,1985-09-11,False,40.6,Amritsar,Punjab,False,47272.0,False,Farmer,2025-11-30 00:00:00,False,VERIFIED,LOW,1
USR60336,USR60336,Chandran Baria,XZDYE7977L,VALID,0866,VALID,,False,,Jaipur,Rajasthan,False,35713.0,False,Self Employed,2024-11-11 23:20:00,False,VERIFIED,LOW,1
USR60338,USR60338,Rajeshri Ghosh,,MISSING,6967,VALID,2005-07-06,False,20.7,Kolkata,West Bengal,False,28909.0,False,Student,2025-03-26 00:00:00,False,VERIFIED,MEDIUM,2
USR60340,usr60340,Samarth Hora,PRKPM5776R,VALID,2256,VALID,1993-01-31,False,33.2,Mumbai,Maharashtra,False,16126.0,False,Salaried,,False,REJECTED,MEDIUM,1
USR60344,usr_60344,Vritti Sandal,SQYLJ7438L,VALID,4670,VALID,,False,,Delhi,Delhi,False,8490.0,False,Student,2024-03-07 00:00:00,False,VERIFIED,LOW,1
USR60350,USR 60350,Jairaj Mander,SFRCM9078C,VALID,,INVALID,2004-07-01,False,21.7,Amritsar,Punjab,False,14097.0,False,Self Employed,2024-07-23 00:00:00,False,REJECTED,MEDIUM,2
USR60353,USR60353,Ekansh Ramaswamy,,MISSING,9269,VALID,2004-09-28,False,21.5,Pune,Maharashtra,False,64615.0,False,Freelancer,2025-09-20 00:00:00,False,REJECTED,LOW,2
USR60361,usr60361,Vasana Golla,TBAOQ5001D,VALID,,INVALID,1991-09-23,False,34.5,Jalandhar,Punjab,False,51780.0,False,Salaried,2025-05-14 00:00:00,False,VERIFIED,LOW,1
USR60364,USR-60364,Vivaan Vyas,FZCLD5793E,VALID,0452,VALID,1985-09-20,False,40.5,Mumbai,Maharashtra,False,25484.0,False,Student,2025-12-18 17:15:42,False,VERIFIED,LOW,1
USR60365,USR60365,Jacob Guha,RGXAE5301Z,VALID,5350,MASKED,1963-04-20,False,62.9,Lucknow,Uttar Pradesh,False,53387.0,False,Unemployed,2025-05-06 00:00:00,False,VERIFIED,LOW,1
USR60366,USR60366,Viraj Khosla,MEDDF1532I,VALID,8027,MASKED,,False,,Jaipur,Rajasthan,False,28269.0,False,Farmer,2025-08-16 00:00:00,False,IN_REVIEW,HIGH,1
USR60372,USR 60372,Vaishnavi Sachdev,QSXTU6713V,VALID,5756,VALID,1965-12-10,False,60.3,Kolkata,West Bengal,False,39319.0,False,Salaried,2026-02-14 00:00:00,False,VERIFIED,MEDIUM,1
USR60374,USR60374,Pallavi Chada,UOWJM4253O,VALID,6779,MASKED,1989-03-24,False,37.0,Bengaluru,Karnataka,False,23187.0,False,Salaried,2025-09-30 00:00:00,False,VERIFIED,LOW,2
USR60377,USR60377,Hitesh Pal,LSQLC4736T,VALID,6559,VALID,1980-03-12,False,46.1,Mumbai,Maharashtra,False,78869.0,False,Retired,2026-01-27 00:00:00,False,PENDING,MEDIUM,3
USR60380,USR 60380,Vrishti Shanker,EQCSC8002D,VALID,0231,VALID,1960-11-29,False,65.3,Amritsar,Punjab,False,,False,Business Owner,2026-01-01 00:00:00,False,VERIFIED,LOW,1
USR60386,USR 60386,Shaurya Jhaveri,NKTPF6689K,VALID,,MISSING,1982-01-10,False,44.2,Pune,Maharashtra,False,34678.0,False,Salaried,2025-09-29 00:00:00,False,VERIFIED,MEDIUM,2
USR60387,USR-60387,Robert Kala,ICOPH0863M,VALID,4948,VALID,1967-07-02,False,58.7,Delhi,Delhi,False,18550.0,False,Self Employed,2025-10-02 00:00:00,False,VERIFIED,HIGH,2
USR60388,USR60388,Kala Sandhu,RUGAN7580V,VALID,5865,VALID,1968-11-01,False,57.4,Kolkata,West Bengal,False,,False,Unemployed,2026-03-22 00:00:00,False,PENDING,LOW,2
USR60389,USR 60389,Anjali Rajagopalan,TXEFJ4761F,VALID,,MISSING,,False,,Jaipur,Rajasthan,False,10508.0,False,Retired,2024-08-30 00:00:00,False,IN_REVIEW,LOW,1
USR60392,USR60392,Gabriel Bobal,YZBRT3554C,VALID,0082,VALID,1976-07-15,False,49.7,Jalandhar,Punjab,False,31224.0,False,Farmer,2024-08-31 11:40:24,False,VERIFIED,LOW,1
USR60393,USR60393,Vinaya Kumer,IFQPX1366U,VALID,1649,MASKED,1968-06-13,False,57.8,Bengaluru,Karnataka,False,12304.0,False,Retired,2025-09-18 00:00:00,False,VERIFIED,LOW,1
USR60398,USR60398,Dhruv Toor,,INVALID,0179,VALID,1972-02-18,False,54.1,Kolkata,West Bengal,False,39400.0,False,Retired,2025-01-07 00:00:00,False,VERIFIED,MEDIUM,1
USR60401,60401,Charvi Nazareth,FYBHU0272K,VALID,6421,VALID,1990-11-05,False,35.4,Ludhiana,Punjab,False,14998.0,True,Self Employed,,False,VERIFIED,MEDIUM,1
USR60402,USR60402,Lohit Malhotra,UKFNW0139Z,VALID,1131,VALID,,False,,Kolkata,West Bengal,False,6300.0,False,Retired,2026-03-15 00:00:00,False,REJECTED,LOW,1
USR60408,USR60408,Sachi Gola,YTSBB7174K,VALID,,INVALID,1982-04-06,False,44.0,Kolkata,West Bengal,False,47843.0,False,Farmer,2025-07-29 00:00:00,False,VERIFIED,HIGH,1
USR60409,USR60409,Jagvi Bala,,INVALID,6331,VALID,1977-09-10,False,48.6,Jalandhar,Punjab,False,36581.0,False,Student,2024-01-17 00:00:00,False,VERIFIED,LOW,1
USR60411,USR60411,Prisha Chopra,LWEBW6913U,VALID,0070,VALID,1976-03-22,False,50.0,Ludhiana,Punjab,False,55084.0,False,Salaried,2026-03-04 00:00:00,False,VERIFIED,MEDIUM,3
USR60413,60413,Gautam Patel,QXTVB3901I,VALID,,MISSING,1960-02-02,False,66.2,Ludhiana,Punjab,False,45700.0,False,Farmer,2024-12-14 00:00:00,False,VERIFIED,LOW,1
USR60418,USR60418,Gaurangi Kaur,QSNKJ4496S,VALID,,INVALID,1964-03-23,False,62.0,Hyderabad,Telangana,False,37115.0,False,Freelancer,2024-05-01 00:00:00,False,VERIFIED,LOW,1
USR60425,USR60425,Hemang Prabhakar,TAKMH2978X,VALID,5264,VALID,1977-10-02,False,48.5,Pune,Maharashtra,False,14574.0,False,Self Employed,2024-08-05 00:00:00,False,VERIFIED,LOW,1
USR60429,USR60429,Nisha Talwar,VYVVS3363S,VALID,7823,VALID,2005-08-17,False,20.6,Amritsar,Punjab,False,29273.0,False,Gig Worker,2024-09-25 00:00:00,False,VERIFIED,LOW,1
USR60433,60433,Gaurav Narang,EAWBP7397N,VALID,,INVALID,1966-11-20,False,59.4,Jalandhar,Punjab,False,28895.0,False,Salaried,2025-04-18 19:10:48,False,VERIFIED,LOW,1
USR60435,USR60435,Manan Desai,CZDOZ3023Y,VALID,,INVALID,1971-11-14,False,54.4,Lucknow,Uttar Pradesh,False,13100.0,False,Self Employed,2025-05-20 00:00:00,False,PENDING,LOW,2
USR60436,USR60436,Gautami Garg,BJEQJ9543P,VALID,0038,VALID,2007-06-14,False,18.8,Delhi,Delhi,False,25417.0,False,Student,2025-09-01 00:00:00,False,VERIFIED,LOW,1
USR60439,USR60439,Omaja Mohanty,EYRNJ0148X,VALID,5744,VALID,1990-06-10,False,35.8,Jaipur,Rajasthan,False,51126.0,False,Student,2026-02-23 00:00:00,False,VERIFIED,MEDIUM,1
USR60441,usr60441,Nitesh Som,NAGRP9541V,VALID,3732,VALID,1977-04-02,False,49.0,Mumbai,Maharashtra,False,,False,Gig Worker,2025-01-14 12:33:00,False,VERIFIED,LOW,1
USR60442,USR60442,Darpan Jayaraman,HTZFB4546M,VALID,,MISSING,1990-09-26,False,35.5,Mumbai,Maharashtra,False,13270.0,False,Farmer,2026-01-06 00:00:00,False,VERIFIED,LOW,1
USR60445,USR60445,Yashoda Sethi,,INVALID,4304,VALID,1966-09-12,False,59.5,Ludhiana,Punjab,False,24572.0,False,Freelancer,2024-04-24 17:54:00,False,VERIFIED,HIGH,1
USR60450,usr60450,Champak Taneja,VEFXX4061U,VALID,1082,VALID,1990-07-07,False,35.7,Jalandhar,Punjab,False,33700.0,False,Salaried,2025-02-10 00:00:00,False,VERIFIED,HIGH,1
USR60453,USR60453,Jagvi Seshadri,WLACI8614M,VALID,,MISSING,1993-10-15,False,32.5,Chennai,Tamil Nadu,False,24620.0,False,Farmer,2024-01-07 00:00:00,False,VERIFIED,LOW,1
USR60455,60455,Shaurya Subramanian,WEMWC4949K,VALID,6722,VALID,,False,,Amritsar,Punjab,False,14503.0,False,Gig Worker,2024-12-18 00:00:00,False,VERIFIED,LOW,1
USR60461,USR60461,Sanya Sahni,,MISSING,1318,VALID,1975-12-21,False,50.3,Bengaluru,Karnataka,False,12796.0,False,Gig Worker,2024-07-31 00:00:00,False,PENDING,MEDIUM,2
USR60465,USR60465,Ojas Iyer,MRNTF0201R,VALID,,MISSING,1984-04-29,False,41.9,Pune,Maharashtra,False,27625.0,False,Salaried,2025-08-26 00:00:00,False,VERIFIED,UNKNOWN,1
USR60467,usr60467,Chatresh Bora,DSBJR1356Q,VALID,7921,VALID,1996-08-27,False,29.6,Delhi,Delhi,False,70950.0,False,Student,2024-11-30 00:00:00,False,VERIFIED,LOW,1
USR60469,USR60469,Girish Chander,NMDMP3307M,VALID,6661,VALID,1988-01-31,False,38.2,Jaipur,Rajasthan,False,61603.0,False,Farmer,2025-10-23 00:00:00,False,VERIFIED,LOW,1
USR60472,60472,Thomas Nayak,YXTGU6713L,VALID,1853,VALID,1970-09-20,False,55.5,Lucknow,Uttar Pradesh,False,23115.0,False,Business Owner,2024-03-23 10:41:00,False,PENDING,MEDIUM,1
USR60473,USR60473,Zilmil Chatterjee,SSOBA5153L,VALID,7483,VALID,1960-11-14,False,65.4,Pune,Maharashtra,False,,False,Retired,2025-10-08 00:00:00,False,REJECTED,HIGH,1
USR60474,USR-60474,Teerth Bhatia,,INVALID,8661,VALID,1998-07-10,False,27.7,Kolkata,West Bengal,False,30361.0,False,Self Employed,2025-11-26 00:00:00,False,REJECTED,LOW,2
USR60476,USR60476,Ikbal Palla,VQWJC2306S,VALID,3010,VALID,1960-12-30,False,65.2,Delhi,Delhi,False,,False,Salaried,2024-06-21 00:00:00,False,VERIFIED,HIGH,1
USR60477,USR 60477,Eta Seth,ZQMJK7625B,VALID,7791,MASKED,1999-03-08,False,27.1,Mumbai,Maharashtra,False,29341.0,False,Student,2025-08-26 22:37:22,False,VERIFIED,LOW,1
USR60478,USR60478,Warda Minhas,KCQVB5661P,VALID,9822,VALID,,False,,Lucknow,Uttar Pradesh,False,155222.0,False,Student,2024-07-13 18:45:41,False,VERIFIED,MEDIUM,2
USR60479,usr60479,Orinder Tank,HYISW8937V,VALID,8636,VALID,1985-04-09,False,41.0,Delhi,Delhi,False,33704.0,False,Student,2024-08-12 00:00:00,False,IN_REVIEW,LOW,1
USR60483,USR60483,Atharv Bhasin,YISIU0252X,VALID,2923,VALID,1973-07-17,False,52.7,Bengaluru,Karnataka,False,35928.0,False,Self Employed,,False,REJECTED,LOW,1
USR60484,USR 60484,Hardik Parsa,AARGS1600Q,VALID,,MISSING,1960-04-15,False,66.0,Kolkata,West Bengal,False,96339.0,False,Farmer,2024-09-13 00:00:00,False,VERIFIED,LOW,1
USR60488,USR60488,Anvi Setty,GOHTA4667Y,VALID,6807,MASKED,2001-01-02,False,25.2,Amritsar,Punjab,False,6418.0,False,Freelancer,2026-02-23 00:00:00,False,VERIFIED,UNKNOWN,1
USR60490,USR60490,Tanvi Mittal,ALBRP4292L,VALID,,INVALID,1986-02-27,False,40.1,Kolkata,West Bengal,False,20440.0,False,Student,2024-07-05 00:00:00,False,PENDING,MEDIUM,1
USR60492,USR60492,Irya Swaminathan,HMHKV3378O,VALID,5429,VALID,,False,,Kolkata,West Bengal,False,84308.0,False,Self Employed,2024-05-05 00:00:00,False,VERIFIED,MEDIUM,2
USR60494,USR60494,Upkaar Yohannan,IAKHJ6763L,VALID,1913,VALID,1963-07-27,False,62.7,Hyderabad,Telangana,False,19611.0,False,Business Owner,2025-10-03 00:00:00,False,VERIFIED,MEDIUM,1
USR60497,USR60497,Yuvraj Khurana,,MISSING,,INVALID,1995-01-29,False,31.2,Pune,Maharashtra,False,93016.0,False,Business Owner,2025-08-26 00:00:00,False,VERIFIED,LOW,2
USR60500,USR-60500,Adweta Seth,ZOMHP3189M,VALID,6753,VALID,2005-12-17,False,20.3,Chennai,Tamil Nadu,False,,False,Self Employed,2024-03-02 08:40:00,False,VERIFIED,LOW,1
USR60501,USR60501,Om Pandya,CVFFT1114O,VALID,7265,VALID,1969-05-12,False,56.9,Bengaluru,Karnataka,False,16988.0,False,Salaried,2024-11-24 00:00:00,False,VERIFIED,MEDIUM,2
USR60502,USR60502,Hredhaan Raval,USGOV9260V,VALID,3986,VALID,1971-06-19,False,54.8,Mumbai,Maharashtra,False,61576.0,False,Business Owner,,False,VERIFIED,HIGH,1
USR60505,USR60505,Bhavini Mani,HGNPQ1592N,VALID,,MISSING,2007-12-19,False,18.3,Ludhiana,Punjab,False,,False,Gig Worker,2025-07-13 00:00:00,False,PENDING,UNKNOWN,1
USR60508,usr60508,Mason Deol,ARSAL0605P,VALID,2380,VALID,1974-09-08,False,51.6,Delhi,Delhi,False,82876.0,False,Unemployed,2025-10-22 00:00:00,False,VERIFIED,LOW,1
USR60509,USR60509,Barkha Tara,QFAXT7152O,VALID,4107,VALID,1999-12-25,False,26.3,Hyderabad,Telangana,False,5000.0,False,Farmer,2025-03-01 00:00:00,False,VERIFIED,MEDIUM,1
USR60511,USR60511,Adweta Balay,QAUAS4554F,VALID,4128,VALID,1995-04-19,False,30.9,Lucknow,Uttar Pradesh,False,,False,Salaried,2025-03-06 00:00:00,False,VERIFIED,LOW,1
USR60514,60514,Ekantika Bose,KFYOQ8244X,VALID,,INVALID,1997-10-09,False,28.5,Hyderabad,Telangana,False,10504.0,False,Freelancer,2025-11-03 04:56:16,False,VERIFIED,MEDIUM,1
USR60515,USR-60515,Samarth Varkey,,MISSING,1090,VALID,1983-05-05,False,42.9,Pune,Maharashtra,False,48338.0,False,Unemployed,2025-11-16 00:00:00,False,VERIFIED,LOW,2
USR60524,USR60524,Chaitaly Sane,HQYJT0019S,VALID,7033,VALID,1996-02-13,False,30.1,Mumbai,Maharashtra,False,17229.0,False,Salaried,2025-02-10 20:42:00,False,VERIFIED,LOW,1
USR60527,USR60527,Ranveer Kari,SBRAT2555G,VALID,5165,VALID,1969-08-16,False,56.6,Kolkata,West Bengal,False,18824.0,False,Business Owner,2025-05-23 00:00:00,False,VERIFIED,MEDIUM,1
USR60533,USR60533,Chanakya Mammen,,MISSING,,INVALID,1964-06-28,False,61.8,Bengaluru,Karnataka,False,24587.0,False,Student,2026-02-11 11:37:00,False,VERIFIED,LOW,3
USR60537,USR60537,Lakshit Gopal,,INVALID,5805,VALID,1989-09-23,False,36.5,Hyderabad,Telangana,False,40834.0,False,Retired,2025-10-14 09:30:00,False,VERIFIED,LOW,1
USR60538,usr60538,Sarthak Sarna,PYWCK8123K,VALID,3606,VALID,1988-01-17,False,38.2,Jaipur,Rajasthan,False,32026.0,False,Freelancer,2026-01-14 07:35:18,False,VERIFIED,MEDIUM,1
USR60547,usr60547,Vritti Brar,JRVGB4311G,VALID,8824,MASKED,1992-05-09,False,33.9,Bengaluru,Karnataka,False,34100.0,False,Gig Worker,2024-06-03 00:00:00,False,REJECTED,HIGH,1
USR60551,USR60551,Ishani Bhat,RWKXF5056W,VALID,,MISSING,1972-01-06,False,54.2,Pune,Maharashtra,False,30846.0,False,Business Owner,2026-03-20 00:00:00,False,VERIFIED,LOW,1
USR60554,USR60554,Jeremiah Buch,KTYEK8680I,VALID,5692,VALID,1962-08-08,False,63.6,Delhi,Delhi,False,15600.0,False,Retired,2026-01-15 00:00:00,False,IN_REVIEW,LOW,1
USR60556,USR 60556,Jai Kamdar,RQNRT9339S,VALID,6986,VALID,1976-08-10,False,49.6,Chennai,Tamil Nadu,False,12635.0,False,Business Owner,2025-06-16 14:35:49,False,VERIFIED,HIGH,1
USR60557,USR60557,Benjamin Sanghvi,RKMSZ6241T,VALID,6824,VALID,1970-09-15,False,55.5,Jaipur,Rajasthan,False,21425.0,False,Unemployed,2024-03-27 05:09:00,False,VERIFIED,LOW,1
USR60559,USR60559,Harinakshi Radhakrishnan,SKOHJ8862W,VALID,5551,VALID,1977-09-26,False,48.5,Amritsar,Punjab,False,,False,Gig Worker,2025-05-26 00:00:00,False,PENDING,LOW,1
USR60564,USR 60564,Nathan Thakkar,EWGYW0224S,VALID,4927,VALID,1960-07-07,False,65.7,Mumbai,Maharashtra,False,30400.0,False,Unemployed,2024-12-20 00:00:00,False,VERIFIED,MEDIUM,1
USR60566,USR60566,Wahab Goda,,INVALID,3726,VALID,1989-05-09,False,36.9,Pune,Maharashtra,False,17978.0,False,Self Employed,,False,VERIFIED,LOW,1
USR60568,usr_60568,Raksha Vasa,JYLSV0166H,VALID,,INVALID,1988-05-02,False,37.9,Ludhiana,Punjab,False,26676.0,False,Salaried,2025-10-24 09:09:03,False,VERIFIED,MEDIUM,1
USR60570,USR 60570,Nimrat Walia,,INVALID,3849,VALID,1966-03-06,False,60.1,Jalandhar,Punjab,False,23892.0,False,Business Owner,2024-11-25 00:00:00,False,VERIFIED,LOW,1
USR60571,USR60571,Hritik Luthra,QIWLY0774V,VALID,3666,VALID,1990-04-26,False,35.9,Ludhiana,Punjab,False,38844.0,False,Business Owner,2024-07-03 00:00:00,False,PENDING,MEDIUM,1
USR60573,usr_60573,Darika Kant,CAACT8857R,VALID,7505,VALID,1972-01-22,False,54.2,Bengaluru,Karnataka,False,21297.0,False,Business Owner,2025-05-26 00:00:00,False,VERIFIED,LOW,2
USR60581,USR60581,Fiyaz Karpe,OSCTH9391E,VALID,9311,VALID,2003-12-26,False,22.3,Ludhiana,Punjab,False,22579.0,False,Student,2025-12-10 00:00:00,False,VERIFIED,UNKNOWN,1
USR60590,USR60590,Ojasvi Saraf,TWYSU8278I,VALID,,MISSING,1983-11-25,False,42.3,Pune,Maharashtra,False,,False,Unemployed,2024-07-05 00:00:00,False,VERIFIED,MEDIUM,2
USR60594,USR60594,Madhav Bassi,UQLLP1157V,VALID,,MISSING,1998-12-18,False,27.3,Chennai,Tamil Nadu,False,49791.0,False,Freelancer,2024-10-16 00:00:00,False,VERIFIED,MEDIUM,1
USR60600,USR60600,Dayamai Prakash,ZUYTT4335D,VALID,7007,VALID,1984-09-18,False,41.5,Jalandhar,Punjab,False,57085.0,False,Salaried,2024-02-15 11:41:41,False,VERIFIED,LOW,1
USR60602,usr60602,Garima Sheth,GOAVV1487W,VALID,2619,VALID,1974-11-10,False,51.4,Delhi,Delhi,False,35249.0,False,Student,2024-01-18 00:00:00,False,VERIFIED,UNKNOWN,1
USR60604,USR 60604,Watika Chakrabarti,RNAAD3536H,VALID,2838,VALID,1978-11-25,False,47.3,Kolkata,West Bengal,False,12245.0,False,Farmer,2026-01-11 13:20:44,False,REJECTED,LOW,1
USR60606,USR60606,Hemang Murty,CHGRI7284Z,VALID,,MISSING,1968-04-15,False,58.0,Delhi,Delhi,False,14135.0,False,Salaried,2024-05-06 00:00:00,False,VERIFIED,LOW,1
USR60613,USR-60613,Chandresh Balasubramanian,XWWFX2061M,VALID,,INVALID,1966-06-15,False,59.8,Delhi,Delhi,False,15070.0,False,Farmer,,False,VERIFIED,LOW,1
USR60618,USR60618,Nandini Sahni,,MISSING,7459,VALID,2000-07-21,False,25.7,Delhi,Delhi,False,32103.0,False,Gig Worker,2024-01-04 11:11:00,False,VERIFIED,HIGH,1
USR60620,USR60620,Harini Bajwa,MMVTH3458J,VALID,0256,VALID,1974-09-09,False,51.6,Jaipur,Rajasthan,False,23065.0,False,Student,2024-05-11 15:27:00,False,VERIFIED,MEDIUM,1
USR60621,USR60621,Lopa Chowdhury,FMMOB7415K,VALID,,INVALID,1982-01-26,False,44.2,Lucknow,Uttar Pradesh,False,29528.0,False,Student,2024-06-28 00:00:00,False,PENDING,MEDIUM,1
USR60624,USR60624,Fiyaz Patla,KQATD7126F,VALID,6048,VALID,2005-04-21,False,20.9,Pune,Maharashtra,False,39109.0,False,Salaried,2026-01-22 00:00:00,False,VERIFIED,LOW,3
USR60633,usr60633,Chatresh Minhas,,INVALID,1323,MASKED,1979-06-26,False,46.8,Delhi,Delhi,False,33702.0,False,Business Owner,2025-03-05 00:00:00,False,VERIFIED,HIGH,1
USR60634,USR60634,Nicholas Wali,ZVKKR0145Q,VALID,6182,VALID,1968-05-11,False,57.9,Mumbai,Maharashtra,False,22747.0,False,Farmer,2024-04-21 00:00:00,False,VERIFIED,HIGH,1
USR60635,USR60635,Dalaja Palan,,INVALID,7946,VALID,1980-05-26,False,45.8,Hyderabad,Telangana,False,23459.0,False,Salaried,2025-10-17 19:43:11,False,VERIFIED,MEDIUM,1
USR60638,USR60638,Gopal Chada,,MISSING,1944,VALID,1984-09-12,False,41.5,Delhi,Delhi,False,25620.0,False,Retired,2025-07-02 00:00:00,False,VERIFIED,MEDIUM,1
USR60641,USR60641,Nathaniel Jayaraman,FFQLV6623W,VALID,,INVALID,1992-09-07,False,33.6,Delhi,Delhi,False,39298.0,False,Salaried,2025-03-12 00:00:00,False,REJECTED,UNKNOWN,1
USR60642,usr60642,Turvi Narayan,AKMAO0501B,VALID,3898,VALID,1991-02-06,False,35.1,Pune,Maharashtra,False,17024.0,True,Gig Worker,2024-02-01 18:19:00,False,REJECTED,MEDIUM,1
